Time,Turevalue,h=1TSE,h=1NTaylor,h=1Taylor,h=1PPP,Randomwalkh=1
2010/11/1,-0.311956638,-0.324105361,-0.326917214,-0.355428572,-0.323615425,-0.329146147
2010/12/1,-0.279155608,-0.275173431,-0.308358912,-0.311487757,-0.309830943,-0.311956638
2011/1/1,-0.289655125,-0.278320868,-0.275923247,-0.253999193,-0.280934129,-0.279155608
2011/2/1,-0.311077503,-0.317262044,-0.277172731,-0.232998634,-0.29093745,-0.289655125
2011/3/1,-0.336413229,-0.340944866,-0.308044153,-0.290921744,-0.309765875,-0.311077503
2011/4/1,-0.367540958,-0.361322808,-0.339632208,-0.349722289,-0.333179443,-0.336413229
2011/5/1,-0.361069818,-0.36699775,-0.36741065,-0.384010915,-0.363404033,-0.367540958
2011/6/1,-0.363837865,-0.357530594,-0.357273751,-0.363193712,-0.359365374,-0.361069818
2011/7/1,-0.355173818,-0.351855032,-0.364518031,-0.371589766,-0.363175625,-0.363837865
2011/8/1,-0.360692082,-0.35754461,-0.343886583,-0.341771442,-0.355846998,-0.355173818
2011/9/1,-0.31990722,-0.332232058,-0.359016241,-0.359484554,-0.360642213,-0.360692082
2011/10/1,-0.31527292,-0.301715488,-0.323594393,-0.310547519,-0.322906773,-0.31990722
2011/11/1,-0.304224042,-0.305170408,-0.314333791,-0.306341886,-0.317521779,-0.31527292
2011/12/1,-0.276043174,-0.291961133,-0.299845756,-0.28478982,-0.306304044,-0.304224042
2012/1/1,-0.255019173,-0.241229768,-0.27436935,-0.273314118,-0.278825041,-0.276043174
2012/2/1,-0.279455469,-0.287042896,-0.242042857,-0.23578486,-0.258281238,-0.255019173
2012/3/1,-0.277707491,-0.2832631,-0.281720239,-0.298386525,-0.279378469,-0.279455469
2012/4/1,-0.274728803,-0.271265066,-0.284564531,-0.298374393,-0.277142375,-0.277707491
2012/5/1,-0.245993225,-0.2271753,-0.279525549,-0.283066873,-0.274428696,-0.274728803
2012/6/1,-0.225244201,-0.232379179,-0.249467104,-0.233282304,-0.248341027,-0.245993225
2012/7/1,-0.206075074,-0.198194734,-0.227305685,-0.194860727,-0.228311624,-0.225244201
2012/8/1,-0.215107873,-0.222481207,-0.207167915,-0.171119429,-0.209268599,-0.206075074
2012/9/1,-0.2512022,-0.244660777,-0.217469446,-0.186334173,-0.215907595,-0.215107873
2012/10/1,-0.260375666,-0.265693851,-0.255363646,-0.242995111,-0.248522714,-0.2512022
2012/11/1,-0.249023928,-0.253772307,-0.26454427,-0.257579559,-0.25765712,-0.260375666
2012/12/1,-0.271504551,-0.27567957,-0.25167483,-0.251460559,-0.248514277,-0.249023928
2013/1/1,-0.2842797,-0.292741744,-0.2736692,-0.271120726,-0.270156755,-0.271504551
2013/2/1,-0.289608965,-0.31216142,-0.29258034,-0.281757642,-0.282481326,-0.2842797
2013/3/1,-0.259560337,-0.257418945,-0.296966229,-0.291880418,-0.288008497,-0.289608965
2013/4/1,-0.264362267,-0.27383462,-0.259555126,-0.234335483,-0.261228142,-0.259560337
2013/5/1,-0.260982191,-0.255855236,-0.269068123,-0.2371477,-0.265371322,-0.264362267
2013/6/1,-0.2767791,-0.276311655,-0.266219107,-0.23984927,-0.261746816,-0.260982191
2013/7/1,-0.268509225,-0.275315328,-0.282052241,-0.277791406,-0.275643287,-0.2767791
2013/8/1,-0.285892973,-0.281046103,-0.274258834,-0.268192575,-0.268424122,-0.268509225
2013/9/1,-0.288774333,-0.287462533,-0.289694553,-0.288420186,-0.284607763,-0.285892973
2013/10/1,-0.310051735,-0.303001217,-0.291564011,-0.286707131,-0.28789579,-0.288774333
2013/11/1,-0.299578881,-0.30970314,-0.314349939,-0.313009593,-0.307877268,-0.310051735
2013/12/1,-0.315073479,-0.312229173,-0.303128726,-0.300982923,-0.299228441,-0.299578881
2014/1/1,-0.308236422,-0.302764524,-0.316880709,-0.319387051,-0.313903092,-0.315073479
2014/2/1,-0.311776945,-0.308263357,-0.312062087,-0.311330023,-0.308236293,-0.308236422
2014/3/1,-0.323714329,-0.325238206,-0.313500861,-0.310330948,-0.311465894,-0.311776945
2014/4/1,-0.322988886,-0.324943517,-0.326296485,-0.325419181,-0.322812925,-0.323714329
2014/5/1,-0.317154186,-0.30481654,-0.327555328,-0.324753384,-0.322357912,-0.322988886
2014/6/1,-0.306924319,-0.316135993,-0.323502566,-0.315005935,-0.317329626,-0.317154186
2014/7/1,-0.303002162,-0.293557873,-0.313627205,-0.300200557,-0.30800143,-0.306924319
2014/8/1,-0.286388379,-0.290201742,-0.310568617,-0.300821017,-0.303953685,-0.303002162
2014/9/1,-0.254747921,-0.27170662,-0.291104529,-0.272005832,-0.288086267,-0.286388379
2014/10/1,-0.236868068,-0.241359106,-0.257141954,-0.243540662,-0.258049698,-0.254747921
2014/11/1,-0.220917075,-0.227317644,-0.239800213,-0.221554965,-0.240206424,-0.236868068
2014/12/1,-0.209558356,-0.222362074,-0.223159889,-0.197970375,-0.223798404,-0.220917075
2015/1/1,-0.150257397,-0.150929762,-0.210079859,-0.185258324,-0.211654806,-0.209558356
2015/2/1,-0.126601813,-0.119622977,-0.152404111,-0.114674902,-0.15567168,-0.150257397
2015/3/1,-0.080444026,-0.075312014,-0.120761128,-0.108024589,-0.131624998,-0.126601813
2015/4/1,-0.075042535,-0.083453235,-0.067246258,-0.052775905,-0.086571163,-0.080444026
2015/5/1,-0.108814045,-0.104769153,-0.065436255,-0.041289527,-0.078346926,-0.075042535
2015/6/1,-0.114508995,-0.125305217,-0.108056769,-0.095761553,-0.107705201,-0.108814045
2015/7/1,-0.094926707,-0.077056638,-0.114965571,-0.105433845,-0.112528336,-0.114508995
2015/8/1,-0.107871646,-0.106702758,-0.094794452,-0.080851383,-0.095266343,-0.094926707
2015/9/1,-0.115218133,-0.129214697,-0.105102385,-0.092576324,-0.107737516,-0.107871646
2015/10/1,-0.116456904,-0.115660007,-0.111371082,-0.099026617,-0.114509457,-0.115218133
2015/11/1,-0.071017487,-0.057410831,-0.11565534,-0.106321718,-0.115673048,-0.116456904
2015/12/1,-0.084082091,-0.099422467,-0.072481618,-0.054812193,-0.074179843,-0.071017487
2016/1/1,-0.082468993,-0.092297104,-0.083695783,-0.077114064,-0.085343247,-0.084082091
2016/2/1,-0.103724893,-0.096320134,-0.087837878,-0.090853393,-0.083072731,-0.082468993
2016/3/1,-0.104329985,-0.100501596,-0.098069219,-0.110224988,-0.10188474,-0.103724893
2016/4/1,-0.125679816,-0.130278869,-0.095164266,-0.115536461,-0.103262136,-0.104329985
2016/5/1,-0.123198648,-0.112021487,-0.125609094,-0.141167565,-0.123516927,-0.125679816
2016/6/1,-0.115906529,-0.121993677,-0.122241358,-0.144038923,-0.122302117,-0.123198648
2016/7/1,-0.101520294,-0.101279848,-0.116281046,-0.13455532,-0.116043751,-0.115906529
2016/8/1,-0.114376273,-0.117669418,-0.102754423,-0.119270202,-0.103025897,-0.101520294
2016/9/1,-0.114407648,-0.117959096,-0.113854724,-0.125488768,-0.114313689,-0.114376273
2016/10/1,-0.097675346,-0.113340177,-0.112088574,-0.117557333,-0.114122152,-0.114407648
2016/11/1,-0.076864235,-0.067657667,-0.096725994,-0.098695891,-0.0986073,-0.097675346
2016/12/1,-0.052868006,-0.066178337,-0.0785342,-0.088302496,-0.079260899,-0.076864235
2017/1/1,-0.059627333,-0.068839745,-0.050175319,-0.056517579,-0.056126586,-0.052868006
2017/2/1,-0.06228442,-0.062737997,-0.064793554,-0.070413889,-0.060840473,-0.059627333
2017/3/1,-0.066227312,-0.060801673,-0.057187302,-0.072897636,-0.062347078,-0.06228442
2017/4/1,-0.069774788,-0.063782971,-0.058379645,-0.090006343,-0.065629758,-0.066227312
2017/5/1,-0.100523838,-0.111052184,-0.066068361,-0.08925223,-0.069245156,-0.069774788
2017/6/1,-0.115955103,-0.115838279,-0.101169965,-0.128881015,-0.097941713,-0.100523838
2017/7/1,-0.140730417,-0.139905327,-0.117454888,-0.139956396,-0.113171619,-0.115955103
2017/8/1,-0.166085388,-0.153113468,-0.145901384,-0.17200553,-0.137331979,-0.140730417
2017/9/1,-0.175177048,-0.180540172,-0.169715972,-0.19161452,-0.162559218,-0.166085388
2017/10/1,-0.161767056,-0.159249435,-0.179074791,-0.192117134,-0.172608042,-0.175177048
2017/11/1,-0.160246349,-0.160301834,-0.164709192,-0.161942867,-0.161684348,-0.161767056
2017/12/1,-0.168578428,-0.163301069,-0.166365876,-0.159243975,-0.16080361,-0.160246349
2018/1/1,-0.198809874,-0.197376813,-0.172327375,-0.162422313,-0.168364807,-0.168578428
2018/2/1,-0.210892817,-0.197683919,-0.211407843,-0.213089731,-0.196163929,-0.198809874
2018/3/1,-0.209952164,-0.207416529,-0.216285197,-0.224674912,-0.208266722,-0.210892817
2018/4/1,-0.205085481,-0.207432338,-0.210461236,-0.233628087,-0.20866278,-0.209952164
2018/5/1,-0.166550112,-0.16704289,-0.20980335,-0.225180304,-0.205195441,-0.205085481
2018/6/1,-0.155146103,-0.162998285,-0.167517688,-0.17327435,-0.169707115,-0.166550112
2018/7/1,-0.155783113,-0.169943975,-0.158605407,-0.158585669,-0.158049839,-0.155146103
2018/8/1,-0.144009995,-0.143730417,-0.160660398,-0.157701912,-0.157268922,-0.155783113
2018/9/1,-0.153467589,-0.150220106,-0.144091307,-0.141236974,-0.145146229,-0.144009995
2018/10/1,-0.138373455,-0.140429464,-0.151967842,-0.15301841,-0.153331,-0.153467589
2018/11/1,-0.128117331,-0.121966754,-0.140322173,-0.144177406,-0.139326963,-0.138373455
2018/12/1,-0.129642261,-0.126168252,-0.133991403,-0.135471072,-0.129404807,-0.128117331
2019/1/1,-0.132466621,-0.131302742,-0.133497143,-0.133994368,-0.130418051,-0.129642261
2019/2/1,-0.126733967,-0.117825492,-0.14353906,-0.141032169,-0.132434951,-0.132466621
2019/3/1,-0.122436741,-0.123825071,-0.128377373,-0.121483745,-0.126984575,-0.126733967
